symbol,name,exchange
^NQASPA6000LMCADN,NASDAQ ASPA Telecom Large Mid C,
^NQUSS5371GBPN,NQ US Sm Cap Apparel Rtlrs GBP,
^SPLSALP,S&P Merger Arbitrage Index LCL,SNP
SBD12P.SW,SBI Dom AAA-AA P,EBS
^NQDMASIA7000JPYN,NASDAQ DM Asia Utilities JPY NT,
^NQUSB2713AUDN,NQ US Bnchmk Aerospace AUD NTR,
SFF13D.SW,SBI For AAA-AA 1-3 D,EBS
3BSA.DE,DAXGL CH TECH USD P,GER
^NQEMASIA2300EURT,NASDAQ EM Asia Constr & Matls E,
^NQUSS3355JPY,NQ US Sm Cap Auto Parts JPY Ind,
^NQASPA1000LMEUR,NASDAQ ASPA Basic Matls Lg Md C,
7DXQ.DE,HSBC MSCI JAPAN INAV GBP,GER
^NQEURO3300CADN,NASDAQ Eurozone Auto & Parts CA,
^NQASPA8700EUR,NASDAQ ASPA Financial Svcs EUR,
^NQNA4000LMCADT,NASDAQ N America Health Care Lg,
^NQDMASIA0001LMEU,NASDAQ DM Asia Oil & Gas Lg Md,
^NQDMASIA8300,The NASDAQ DM Asia Banks Indexe,
^NQASPA2000LMAUDT,NASDAQ ASPA Inds Large Mid Cap,
^BKTADR,BNY Mellon International 100 AD,SNP
^RUAXJDY,Russell Asia ex-Japan Dynamic,WCB
X2CV.DE,INAVISHULTRAUCITUSD,GER
^NQEULMAUDT,NASDAQ Europe Large Mid Cap AUD,
^NQHK4000AUDT,NASDAQ Hong Kong Health Care AU,
274U.DE,INAVISMSCIEUEXUKEUR,GER
^NQUSB2737AUDT,NQ US Bnchmk Elec Eqpt AUD TR I,
7DTN.DE,INAV S&P 500 EUR,GER
^NQZA5000LMCADN,NASDAQ South Africa Cnsmr Svcs,
^NQLA2000JPYT,NASDAQ Lat America Inds JPY TR,
^NYUSMUTT,NYSE U.S. Market Utilities and,NYS
^NQG3300,The NASDAQ Global Automobiles &,
^DJBOS,Dow Jones Brookfield Oil and Ga,DJI
^NQAU2000LMCADT,NASDAQ Australia Inds Large Mid,
WIISR2710.L,,
^NQZAMCGBPN,NASDAQ South Africa Mid Cap GBP,
AXX3300.L,,
F9MI.DE,DAX+ MAXSR FR USD P,GER
^NQDMEU4000AUDN,NASDAQ DM Europe Health Care AU,
^NQTW9000AUD,NASDAQ Taiwan Tech AUD Index,
^XMAETR,UBS Bloomberg CMCI Agriculture,WCB
S115DY.SW,SBI Dom AAA-BBB 1-15 Y,EBS
^NQZALMN,NASDAQ South Africa Large Mid C,
C5AX2350.L,,
^NQLAGBP,NASDAQ Lat America GBP Index,
^SP400-551050,^SP400-551050,SNP
X2JM.DE,INAV USD,GER
^NQIL9000AUD,NASDAQ Israel Tech AUD Index,
^NQASIA6000LMT,NASDAQ Asia Telecom Large Mid C,
TASETBILL.TA,,
^NQASIA5000N,The NASDAQ Asia Consumer Servic,
^NQATLMJPY,NASDAQ Austria Large Mid Cap JP,
WIAMERS0570.L,,
^NQDXCHEURN,NASDAQ AlphaDEX Switzerland EUR,
^NQASPA9000JPYN,NASDAQ ASPA Tech JPY NTR Index,
3BLT.DE,INAVISHFTSE100EU,GER
^NQLA5300N,The NASDAQ Latin America Retail,
^NQUSL6000AUDT,NQ US Lg Cap Telecom AUD TR Ind,
4MXM.DE,INAVISMSACFEEXJUJPY,GER
^NQNA3700GBPT,NASDAQ N America Psnl & Hhld Go,
^DVGCAD,NASDAQ US Dividend Achievers Se,
^NQEMEU2000AUDT,NASDAQ EM Europe Inds AUD TR In,
^BKEMT,BNY Mellon Emerging Markets ADR,SNP
446X.DE,,
^NQNA6000LMGBP,NASDAQ N America Telecom Lg Md,
^NQAU3000T,The NASDAQ Australia Consumer G,
NLFNG.AS,AEX FINANCIALS GR,AMS
3XJZ.DE,IN.IS.SU.EO.CO.BD.0-3Y YN,GER
^P1IGS,^P1IGS,DJI
^A1FIN,Dow Jones Americas Financials I,DJI
^NQPL5000AUD,NASDAQ Poland Cnsmr Svcs AUD In,
^NQEM3300JPYN,NASDAQ Emerging Auto & Parts JP,
^NQAU0001LMGBPN,NASDAQ Australia Oil & Gas Lg M,
^CMAETR6M,UBS Bloomberg CMCI Agriculture,WCB
3BN5.DE,INAVISHMSCINAUUSD,GER
^NQEMASIA9000GBPT,NASDAQ EM Asia Tech GBP TR Inde,
^NQDMASIA8000T,The NASDAQ DM Asia Financials I,
^NQASIA8000LMAUDN,NASDAQ Asia Financials Large Mi,
^NQNA5000LMJPYT,NASDAQ N America Cnsmr Svcs Lg,
^NQTHLCAUD,NASDAQ Thailand Large Cap AUD I,
^NQZA5000LMEURT,NASDAQ South Africa Cnsmr Svcs,
^BKAR,BNY Mellon Argentina ADR Index,SNP
^NQNA8500JPYN,NASDAQ N America Ins JPY NTR In,
^NQEMEA3300JPYT,NASDAQ EMEA Auto & Parts JPY TR,
27422321.DE,,
INC4D.NX,,
^NQUSS3763JPYT,NQ US Sm Cap Clothing & Accesso,
11820595.DE,,
^NQEMASIA3700EUR,NASDAQ EM Asia Psnl & Hhld Good,
269L.DE,HSBC MSCI CHINA INAV DL,GER
SFA11T.SW,SBI For AAA-A 1-10 T,EBS
^NQUSB9572AUDN,NQ US Bnchmk Comp Hardware AUD,
^NQEMASIAAUDT,NASDAQ EM Asia AUD TR Index,
^MSATEURP,Morningstar Austria Index PR EU,SNP
DH5U.DE,IN.IS.NETH.GOV.BOND CHF,GER
^NQASIA2000LMEURN,NASDAQ Asia Inds Large Mid Cap,
SF15FY.SW,SBI For AAA-AA 1-15 Y,EBS
DE000A1CQ364.SG,MVIS POLAND PR,STU
SFF11T.SW,SBI For AAA-AA 1-10 T,EBS
^NQUSS2795GBPT,NQ US Sm Cap Financial Admin GB,
^NQTW5000AUD,NASDAQ Taiwan Cnsmr Svcs AUD In,
SXTRUAHA.Z,,
^NQLAMCEURT,NASDAQ Lat America Mid Cap EUR,
^NQUSB2793AUDN,NQ US Bnchmk Bus Trng & Empl Ag,
^NQLA8000LM,NASDAQ Lat America Financials L,
^DWMFRSN,Dow Jones Middle East & Africa,DJI
SGCPFR.Z,,
^NQASPA5700LM,NASDAQ ASPA Travel & Leisure Lg,
^NQNA6000AUD,NASDAQ N America Telecom AUD In,
^NQDMASIA7000GBP,NASDAQ DM Asia Utilities GBP In,
^NQAU3000AUDT,NASDAQ Australia Cnsmr Goods AU,
D9PE.DE,,
0JHF.DE,INAVISHFSEMSCIWJPY,GER
^NQDMASIA4000LMN,NASDAQ DM Asia Health Care Larg,
^NQUSM8675AUDN,NQ US Md Cap Specialty REITs AU,
^NQUSL2727AUDN,NQ US Lg Cap Diversified Inds A,
^NQUSB7573AUDN,NQ US Bnchmk Gas Distr AUD NTR,
V2E6.DE,,
^NQUSL2700AUDT,NQ US Lg Cap Ind Goods & Svcs A,
^NQUSB9576AUDT,NQ US Bnchmk Semiconductors AUD,
^NQASPA1300CADN,NASDAQ ASPA Chemicals CAD NTR I,
^NQEMEA3500AUDT,NASDAQ EMEA Food & Beverage AUD,
4MT5.DE,INAVISHGINFUGBP,GER
^NQZA9000N,NASDAQ South Africa Tech NTR In,
5379.DE,,
^NQNA3300GBP,NASDAQ N America Auto & Parts G,
^NQUSM2700AUDT,NQ US Md Cap Ind Goods & Svcs A,
ST115D.SW,SBI AAA-BBB 1-15 D,EBS
^NQNA9000LMGBP,NASDAQ N America Tech Large Mid,
^NQG8700AUD,NASDAQ Global Financial Svcs AU,
^NQUSB8771JPY,NQ US Bnchmk Asset Managers JPY,
^NQGXNA,The NASDAQ Global Ex North Amer,
^ERAAUSLT,^ERAAUSLT,SNP
HTXUSD.VI,,
WIAMERS9000.L,,
^NQASIA1000LMT,NASDAQ Asia Basic Matls Large M,
^NQLASCJPYN,NASDAQ Lat America Small Cap JP,
^NQASPA8000JPYT,NASDAQ ASPA Financials JPY TR I,
^NQLA1300CAD,NASDAQ Lat America Chemicals CA,
^NQLALCAUDT,NASDAQ Lat America Large Cap AU,
4Q7N.DE,INAV DJS 600 OP.UTILI.SO.,GER
^NQDMXNALMCJPYT,NASDAQ DM Ex N America Large Mi,
^NQDMXUS0001AUDT,NASDAQ DM Ex US Oil & Gas AUD T,
^NQDMASIA3300JPYT,NASDAQ DM Asia Auto & Parts JPY,
RAUR.FGI,,
^NQUSS5753AUDN,NQ US Sm Cap Hotels AUD NTR Ind,
X2C2.DE,INAVISHJAPUCITCHF,GER
^FGBLINAV,First Trust Global AlphaDEX UCI,NYS
SFA51T.SW,SBI For AAA-A 5-10 T,EBS
^NQCH2000AUDN,NASDAQ Switzerland Inds AUD NTR,
^NQNA2700LM,NASDAQ N America Ind Goods & Sv,
^NQDXASPAXJPGBPN,NASDAQ AlphaDEX Asia Pacific Ex,
^SPJXDAJT,S&P/JPX Dividend Aristocrats In,SNP
0J9R.DE,IN.SO.RBIS E.-RI.EQ-EU.LS,GER
^YHOH769,^YHOH769,
^NQAUAUD,NASDAQ Australia AUD Index,
RDXMETUSD.VI,,
SDA11P.SW,SBI Dom AAA-A 1-10 P,EBS
WIPACS2710.L,,
^NQDMASPA7000,The NASDAQ DM ASPA Utilities In,
^NQASIA4000LMEURN,NASDAQ Asia Health Care Lg Md C,
^NQUSB5371AUDT,NQ US Bnchmk Apparel Rtlrs AUD,
RNAA.L,,
^P2CYC,^P2CYC,DJI
SXDAR.Z,,
^NQLALCEUR,NASDAQ Lat America Large Cap EU,
STA57Y.SW,SBI AAA-A 5-7 Y,EBS
^NQCHSCAUDT,NASDAQ Switzerland Small Cap AU,
^NQEURO8300AUDT,NASDAQ Eurozone Banks AUD TR In,
0JBB.DE,INAV DBX-TRMS2CEUR,GER
SF15AP.SW,SBI For AAA-A 1-15 P,EBS
^NQEM3300LM,NASDAQ Emerging Auto & Parts Lg,
^NQUSS8672AUD,NQ US Sm Cap Retail REITs AUD I,
^NQUSS4537AUD,NQ US Sm Cap Medical Supplies A,
^NQEU1700AUDT,NASDAQ Europe Basic Resources A,
^NQLA6000LM,NASDAQ Lat America Telecom Larg,
X222.DE,INAVISJPMOEMBCHFGBP,GER
^NQDMASPA5500GBPT,NASDAQ DM ASPA Media GBP TR Ind,
ITAG.SA,ITAG ALONG,SAO
CECEBNK.VI,,
SDN55P.SW,SBI Dom Non-Gov AAA-BBB 15+ P,EBS
FAB3.DE,INAV DBX MSCI JA.TR.JPY,GER
^NQUSM5371N,NQ US Md Cap Apparel Rtlrs Inde,
^NQMALMAUD,NASDAQ Morocco Large Mid Cap AU,
^NQDMMEA2000AUD,NASDAQ DM MEA Inds AUD Index,
^NTASETTR,Northern Trust Real Assets Allo,NYS
^NQUSL3537AUDT,NQ US Lg Cap Soft Drinks AUD TR,
^NQDMASIA8500AUD,NASDAQ DM Asia Ins AUD Index,
CECE-TD-TR-EUR.VI,,
^NQUSL8700AUD,NQ US Lg Cap Financial Svcs AUD,
^A1NCY,Dow Jones Americas Consumer Goo,DJI
^NQASIA7000AUDT,NASDAQ Asia Utilities AUD TR In,
^NQIELMAUDN,NASDAQ Ireland Large Mid Cap AU,
^NQAU7000JPY,NASDAQ Australia Utilities JPY,
^NQEMASIALCAUD,NASDAQ EM Asia Large Cap AUD In,
5EDN.DE,INAVISHMSCIWUAGBP,GER
^NQEMASIAMCJPYT,NASDAQ EM Asia Mid Cap JPY TR I,
^NQINSCAUDT,NASDAQ India Small Cap AUD TR I,
^SPASDOHN,S&P Pan Asia Select Dividend Op,SNP
^NQNLSCAUD,NASDAQ Netherlands Small Cap AU,
^NQAULMCADT,NASDAQ Australia Large Mid Cap,
^NQPEMCAUD,NASDAQ Peru Mid Cap AUD Index,
4456.DE,DAXPLMAXSHRJAPEU NR,GER
3BTH.DE,DAX INT MID 100 K,GER
^NQASPA,The NASDAQ ASPA Index,
AG14.FGI,FTSE All-Emerging All-Cap Index,FGI
^NQDMASPAXJPAUD,Nasdaq DM ASPA Ex Japan AUD,
V2I5.DE,,
^NQUSM3763AUDT,NQ US Md Cap Clothing & Accesso,
4MXJ.DE,INAVISHFTSEUF100UJP,GER
^NQG8000AUDT,NASDAQ Global Financials AUD TR,
^NQASIA8000N,The NASDAQ Asia Financials Inde,
IAWAT.PA,LYXOR AWAT INAV,PAR
4N64.DE,DAXSUB ALL HOME K,GER
^NQEM3300GBPT,NASDAQ Emerging Auto & Parts GB,
309B.DE,,
^NQUSL8570AUDN,NQ US Lg Cap Life Ins AUD NTR I,
^NQUSM3355N,NQ US Md Cap Auto Parts Index N,
^NQLA4000LM,NASDAQ Lat America Health Care,
^NQEMASIA2300JPYT,NASDAQ EM Asia Constr & Matls J,
^AYMVB,VANECK AU BANKS EIN,ASX
^NQASPA8000CADN,NASDAQ ASPA Financials CAD NTR,
^CSPSADRP,^CSPSADRP,SNP
^NQUSB4000AUD,NQ US Bnchmk Health Care AUD In,
^NQGXJPAUDT,NASDAQ Global Ex Japan AUD TR I,
^BKEURT,BNY Mellon Europe ADR Total Ret,SNP
ST257Y.SW,SBI AA 5-7 Y,EBS
4MX4.DE,IN.IS.EM INFRAST.YN,GER
^NQCLLMAUDN,NASDAQ Chile Large Mid Cap AUD,
^NQUSB3300EURT,NQ US Bnchmk Auto & Parts EUR T,
GSUK.DE,DIVDAX IND KURS,GER
^SPGSCRP,S&P GSCI All Crude ER,SNP
^NQNA1700LMJPYN,NASDAQ N America Basic Resource,
^BKIE,BNY Mellon Ireland ADR Index,SNP
^BKCBRT,BNY Mellon Brazil Classic ADR T,SNP
4QC7.DE,INAVISHGGOVBDUJPY,GER
WIAMERS2750.FGI,,
^NQLA8700JPYN,NASDAQ Lat America Financial Sv,
^NQCL8000AUD,NASDAQ Chile Financials AUD Ind,
0J1F.DE,INAV DB X-TEVFU GBP,GER
^NQAU7000GBPT,NASDAQ Australia Utilities GBP,
^NQNA5700AUDT,NASDAQ N America Travel & Leisu,
19096076.SG,,
^NQZA3000LMGBPN,NASDAQ South Africa Cnsmr Goods,
^NQKRSCAUDN,NASDAQ Korea Small Cap AUD NTR,
D1AB.DE,DAXPLUS SEAS STR P,GER
^NQASPA9000LMGBP,NASDAQ ASPA Tech Large Mid Cap,
^NQAU2000AUDN,NASDAQ Australia Inds AUD NTR I,
^NQNALCCADT,NASDAQ N America Large Cap CAD,
XEVI.DE,INAV DBXT DJ6IL GBP,GER
^NQUSS8672AUDT,NQ US Sm Cap Retail REITs AUD T,
^NQEMASIALMCADT,NASDAQ EM Asia Large Mid Cap CA,
X2JC.DE,INAV IS.MSCI WMF ETF USD,GER
SBD13T.SW,SBI Dom AAA-A T,EBS
^DWAMID,Dow Jones Americas Industrials,DJI
3BMD.DE,IN.IS.M.EUR.ETF(DI.)EUR,GER
^TSTI,TSEC steel and iron subindex,TAI
^NQHKLCAUDT,NASDAQ Hong Kong Large Cap AUD,
^AYQOZ,BETA FTSE RAFI 200 EIN,ASX
3BUG.DE,DAXGL AFRICA GBP TR,GER
V1E3.DE,,
^NQASPA0001LM,NASDAQ ASPA Oil & Gas Large Mid,
^NQUSM1757AUDN,NQ US Md Cap Iron & Steel AUD N,
^NQEMEA3300JPYN,NASDAQ EMEA Auto & Parts JPY NT,
4QDP.DE,INAVDEKADTBEGGER3-5,GER
^NQLASCGBPT,NASDAQ Lat America Small Cap GB,
^XTC,NYSE ARCANO AMERICA TELECOM IND,NYS
AXX6500.L,,
^NQUSL3000AUDT,NQ US Lg Cap Cnsmr Goods AUD TR,
^NQDMASPA1700JPY,NASDAQ DM ASPA Basic Resources,
AWDPACXJ.FGI,FTSE Developed Asia Pacific ex,FGI
3BSB.DE,DAXGL.CHINA UTIL.PR.USD,GER
^NQASIA6000LMGBP,NASDAQ Asia Telecom Large Mid C,
STA35T.SW,SBI AAA-A 3-5 T,EBS
^NQUSL2720AUDN,NQ US Lg Cap General Inds AUD N,
^BKSN,BNY Mellon Sweden ADR Index,SNP
^NQNAMCT,The NASDAQ North America Mid Ca,
^NQEMASIA8700CADN,NASDAQ EM Asia Financial Svcs C,
^NQASIA7000GBPN,NASDAQ Asia Utilities GBP NTR I,
^NQLA7000EUR,NASDAQ Lat America Utilities EU,
^NQLA3700AUDN,NASDAQ Lat America Psnl & Hhld,
^NQAU2000AUD,NASDAQ Australia Inds AUD Index,
^NQEURO3000AUDN,NASDAQ Eurozone Cnsmr Goods AUD,
WIAMERS8570.L,,
^NQUSM2710CADN,NQ US Md Cap Aerospace & Defens,
^NQEGSCAUD,NASDAQ Egypt Small Cap AUD Inde,
SA1AMVV.Z,,
^JAE,NYSE ARCA MINI OIL INDEX,NYS
^NQASIAEURT,NASDAQ Asia EUR TR Index,
11556449.SG,,
4MWC.DE,INAVISHMSCIWORLDCH,GER
SAN10P.SW,SBI Dom Non-Gov AAA-AA 10+ P,EBS
^NQDMASIA4000AUDN,NASDAQ DM Asia Health Care AUD,
^NQGB5700AUD,NASDAQ UK Travel & Leisure AUD,
DF29.DE,INAVISHFIGOVBDUGBP,GER
^NQDMASIA5300EURN,NASDAQ DM Asia Retail EUR NTR I,
^NQZASCZAR,NASDAQ South Africa Small Cap Z,
^NQUSS3355CADN,NQ US Sm Cap Auto Parts CAD NTR,
^NQEMASIALMJPY,NASDAQ EM Asia Large Mid Cap JP,
^NQUSM4577AUD,NQ US Md Cap Pharma AUD Index,
^NQAT8000JPY,NASDAQ Austria Financials JPY I,
V2J5.DE,,
^NQNA8300LMN,NASDAQ N America Banks Large Mi,
DH6A.DE,LEVDAX X3 PR EUR,GER
^NQUSB3747AUD,NQ US Bnchmk Toys AUD Index,
X2JB.DE,INAV JPY,GER
^NQCL8000AUDT,NASDAQ Chile Financials AUD TR,
^NQLAEURN,NASDAQ Lat America EUR NTR Inde,
^NQDMASIA8300LMCA,NASDAQ DM Asia Banks Large Mid,
^NQNA9000LMCADT,NASDAQ N America Tech Large Mid,
^NQLA5300CAD,NASDAQ Lat America Retail CAD I,
^NQLA5000EURT,NASDAQ Lat America Cnsmr Svcs E,
SG35P.SW,SBI Dom Gov 3-5 P,EBS
^NQUSS2791AUDT,NQ US Sm Cap Bus Support Svcs A,
^NQASIALMN,NASDAQ Asia Large Mid Cap NTR I,
^NQDMASIA1700EURN,NASDAQ DM Asia Basic Resources,
SFG15D.SW,SBI FOR GOV AAA-A 1-5 D,EBS
^NQZA3000LMEUR,NASDAQ South Africa Cnsmr Goods,
^NQAU2000LMEURT,NASDAQ Australia Inds Large Mid,
^NQEU3300LMJPYT,NASDAQ Europe Auto & Parts Lg M,
SD105D.SW,SBI Dom AAA-BBB 10-15 D,EBS
^NQFR4000AUDN,NASDAQ France Health Care AUD N,
^NQASPA8000LMEURT,NASDAQ ASPA Financials Large Mi,
^NQEU1300AUDN,NASDAQ Europe Chemicals AUD NTR,
7DXY.DE,HSBC MSCI JAPAN INAV USD,GER
DT5C.DE,,
11007471.SG,,
^NQDMASIA8700CADN,NASDAQ DM Asia Financial Svcs C,
^NQUSS3300EURN,NQ US Sm Cap Auto & Parts EUR N,
NLBMG.AS,AEX BASIC MATER GR,AMS
^NQEMMEA6000AUDN,NASDAQ EM MEA Telecom AUD NTR I,
^NQDMASPA8600EURN,NASDAQ DM ASPA Real Estate EUR,
SDNT.SW,SBI Dom Non-Gov AAA-BBB T,EBS
^NQEMASIA1300EURT,NASDAQ EM Asia Chemicals EUR TR,
^NQKRLMAUDT,NASDAQ Korea Large Mid Cap AUD,
^NQASIA1000JPYT,NASDAQ Asia Basic Matls JPY TR,
^NQLA1000LMCAD,NASDAQ Lat Am Basic Matls Lg Md,
X2ES.DE,INAVMARIMIETFGBP,GER
^NQLA5000LMGBP,NASDAQ Lat Am Cnsmr Svcs Lg Md,
WIAUS2790.FGI,,
^NQASPA2300LMT,NASDAQ ASPA Constr & Matls Larg,
SXP2E.Z,,
^NQAU4000EURT,NASDAQ Australia Health Care EU,
^NQASPACAD,NASDAQ ASPA CAD Index,
^NQAU4000LMN,NASDAQ Australia Health Care Lg,
^NQUSS3355GBP,NQ US Sm Cap Auto Parts GBP Ind,
4N7G.DE,DAXSUP ALL PHAR K,GER
^NQNA3300LMGBPN,NASDAQ N America Auto & Parts L,
^NQEU7000AUD,NASDAQ Europe Utilities AUD Ind,
^DEFILACI,Defined Latin America Index,SNP
SXDED.Z,,
^NQASIA0001LMEURN,NASDAQ Asia Oil & Gas Large Mid,
^NQUSL2795N,NQ US Lg Cap Financial Admin NT,
^NQASIA7000LMCADT,NASDAQ Asia Utilities Large Mid,
^NQZA9000T,NASDAQ South Africa Tech TR Ind,
^NQLA1700CADN,NASDAQ Lat America Basic Resour,
^AMEI,Alerian Energy Infrastructure I,SNP
^NQASPA8500LMGBP,NASDAQ ASPA Ins Large Mid Cap G,
QD7V.DE,INAV DBXT MSCI AS.T.1C SK,GER
^NQCLLMAUDT,NASDAQ Chile Large Mid Cap AUD,
^SP400-40203010,S&P 400 Asset Management & Cust,SNP
WIDEN0580.L,,
ASEANSTR.FGI,FTSE ASEAN STARS IN,FGI
^NQEMASIA1000CADN,NASDAQ EM Asia Basic Matls CAD,
TASECURCOR.TA,,
321D.DE,IN S&P500S ETF EUR,GER
^NQASPAXJPLMGBPN,NASDAQ ASPA Ex Japan Large Mid,
WIAMERS3720.L,,
4N7A.DE,DAXSUP ALL BASM K,GER
^AXLDIT,ArthVeda Smart Income!' Interna,NYS
^NQAT8000CAD,NASDAQ Austria Financials CAD I,
^NQZA8000CADT,NASDAQ South Africa Financials,
ASX6000.L,,
IAFIN.NX,,
^NQZAMCGBPT,NASDAQ South Africa Mid Cap GBP,
SF57D.SW,SBI For AAA-BBB 5-7 D,EBS
^NQG3300LMGBPT,NASDAQ Global Auto & Parts Lg M,
^NQNOSCAUDN,NASDAQ Norway Small Cap AUD NTR,
SFC12D.SW,SBI For Corp AAA-AA D,EBS
3BPI.DE,INAV DBX S+P GL.INF.IN.LS,GER
INAUT.PA,LYXOR AUT INAV,PAR
SNA10P.SW,SBI Dom Non-Gov AAA-A 10+ P,EBS
^NQNA2700LMGBPT,NASDAQ N America Ind Goods&Svcs,
^MSEGNWPE,Morningstar North America 100 E,SNP
X2CM.DE,INAVISHUSULTRACHF,GER
^NQDMASPA3300T,The NASDAQ DM ASPA Automobiles,
^NQUSL8771,NQ US Lg Cap Asset Managers Ind,
^NQLA8300LMCADT,NASDAQ Lat America Banks Lg Md,
^NQAU5000LMAUDT,NASDAQ Australia Cnsmr Svcs Lg,
^NQASPALCAUD,NASDAQ ASPA Large Cap AUD Index,
^NQDMASPA3000GBPN,NASDAQ DM ASPA Cnsmr Goods GBP,
S57GP.SW,S57GP.SW,EBS
SAA10T.SW,SBI AAA-AA 10+ T,EBS
^NQZA3000AUDT,NASDAQ South Africa Cnsmr Goods,
^NQUSS0573AUD,NQ US Sm Cap Oil Eqpt & Svcs AU,
X2IZ.DE,INAV IS.MSCI FRA.ETF CHF,GER
^NQASIA7000LMGBPT,NASDAQ Asia Utilities Large Mid,
AMX3L.AS,,
DT5F.DE,IN.IS.MSCI EM MIN.VOL.GBP,GER
SDA7D.SW,SBI Dom AAA-A 7+ D,EBS
DF25.DE,INAVISHBELGOVBDUJPY,GER
^NQUSB1300AUDN,NQ US Bnchmk Chemicals AUD NTR,
^NQJP8000AUDT,NASDAQ Japan Financials AUD TR,
V2H5.DE,,
2DMV.DE,LEVDAX X4 K,GER
^NQUSB5752LMAUD,NQ US Gambling Large Mid Cap A,
^RUFAPXJN,Russell Fundamental Asia Pacifi,WCB
^NQUSM8771EUR,NQ US Md Cap Asset Managers EUR,
^NQDM0001AUD,NASDAQ Developed Oil & Gas AUD,
4462.DE,INAV DBXEMMAIT EU,GER
^NQEM3300GBP,NASDAQ Emerging Auto & Parts GB,
^HUISH,NYSE ARCA GOLD BUGS SHORT INDEX,NYS
^NQLA5300LMAUDN,NASDAQ Lat America Retail Lg Md,
^NQDMASPA2300EURN,NASDAQ DM ASPA Constr & Matls E,
SDD11T.SW,SBI Dom AAA-AA 1-10 T,EBS
SFF71D.SW,SBI For AAA-AA 7-10 D,EBS
^NQKR0001AUDT,NASDAQ Korea Oil & Gas AUD TR I,
^NQLA8500GBPT,NASDAQ Lat America Ins GBP TR I,
DL3N.DE,SHORTDAX AR EUR,GER
DT51.DE,INAVDBXEURS50UD EUR,GER
^NQASIA4000LMAUDT,NASDAQ Asia Health Care Lg Md C,
^NQZA6000ZARN,NASDAQ South Africa Telecom ZAR,
^NQASPA5000JPY,NASDAQ ASPA Cnsmr Svcs JPY Inde,
^NQDMASPA3300LMGB,NASDAQ DM ASPA Auto & Parts Lg,
^NQDMASPA0001GBP,NASDAQ DM ASPA Oil & Gas GBP In,
^NQNA8700EURN,NASDAQ N America Financial Svcs,
C5AX6000.L,,
^NQLA2700LMEURT,NASDAQ Lat Am Ind Goods & Svcs,
SG115P.SW,SBI Dom Gov 1-15 P,EBS
^ATXR,S&P CoreLogic Case-Shiller Atla,SNP
WIAUS3760.FGI,,
^NQDXAUT,NASDAQ AlphaDEX Australia Total Return Index,
3BWD.DE,DAXSEC ALL CHEM K,GER
^NQUSS3747AUDN,NQ US Sm Cap Toys AUD NTR Index,
^NQUSL8773AUD,NQ US Lg Cap Cnsmr Finance AUD,
^NQZA6000CADT,NASDAQ South Africa Telecom CAD,
^NQASPA8500LMJPY,NASDAQ ASPA Ins Large Mid Cap J,
^NQEM1000AUDT,NASDAQ Emerging Basic Matls AUD,
NLTEG.NX,,
^NQUSB0580AUD,NQ US Bnchmk Alternative Energy,
^NQUSB3300LMEURT,NQ US Auto & Parts Large Mid C,
^NQNA3300CADT,NASDAQ N America Auto & Parts C,
X2DJ.DE,,
^NQDMASIA2700AUDT,NASDAQ DM Asia Ind Goods & Svcs,
ST37Y.SW,SBI AAA-BBB 3-7 Y,EBS
^NQEMMEAMCAUDT,NASDAQ EM MEA Mid Cap AUD TR In,
ST15AT.SW,SBI AAA-A 1-15 T,EBS
^NQZA8000AUDN,NASDAQ South Africa Financials,
^NQASPA2300LM,NASDAQ ASPA Constr & Matls Larg,
AL8V.DE,IN.IS.MSCI USA SM.CAP LS,GER
^NQAU4000CAD,NASDAQ Australia Health Care CA,
^NQDMASIA8700LMAU,NASDAQ DM Asia Financial Svcs L,
^NQUSB2779AUDN,NQ US Bnchmk Trucking AUD NTR I,
4N7B.DE,DAXSUP ALL CONG K,GER
^NQLA2300LMGBPN,NASDAQ Lat Am Constr & Matls Lg,
^NQATSCCADT,NASDAQ Austria Small Cap CAD TR,
^NQEMASIA8600CADT,NASDAQ EM Asia Real Estate CAD,
^NQLA8000GBPT,NASDAQ Lat America Financials G,
^NQJP1000AUD,NASDAQ Japan Basic Matls AUD In,
^NQGXNALMCADN,NASDAQ Global Ex N America Lg M,
^NQNA6000LMN,NASDAQ N America Telecom Large,
^NQMEA9000AUDN,NASDAQ MEA Tech AUD NTR Index,
WIPACS0570.FGI,,
^NQEMASIA3300LMN,NASDAQ EM Asia Auto & Parts Lg,
^NQNA3300EURT,NASDAQ N America Auto & Parts E,
SXPPD.Z,,
^NQLA5300LMCADT,NASDAQ Lat America Retail Lg Md,
^NQASPA1000AUD,NASDAQ ASPA Basic Matls AUD Ind,
^NQDMEU6000AUD,NASDAQ DM Europe Telecom AUD In,
269B.DE,HSBC MS CHN INAV GB,GER
4Q76.DE,4Q76.DE,GER
^NQASIA8000LMAUDT,NASDAQ Asia Financials Large Mi,
ACNAN.FGI,FTSE North America All Cap Net,FGI
2115205.DE,,
^DJAT,Dow Jones Asian Titans 50 Index,DJI
^NQEURO8600AUDN,NASDAQ Eurozone Real Estate AUD,
^NQDMASPALMGBPT,NASDAQ DM ASPA Large Mid Cap GB,
^RASPTRUSD,Russell Asia Pacific Total Retu,WCB
^NQDMASIA,The NASDAQ DM Asia Indexed mark,
RGNA.L,,
SFC12P.SW,SBI For Corp AAA-AA P,EBS
